ID,Claim Date,CarBrand,VehAge,DrivAge,Location,Claim Amt2,Age Criteria 
F2090741,17/10/23,KIA,3,32,RYIADH,3378,28 to 33
H2090758,22/07/23,TOYOTA,1,34,JEDDAH,1103,34 to 44
B2090759,14/01/23,TOYOTA,1,34,JEDDAH,1518,34 to 44
C2090760,31/12/23,TOYOTA,1,34,JEDDAH,3379,34 to 44
R2090770,13/01/23,BMW,1,41,DAMMAM,3017,34 to 44
D2090771,15/10/23,BMW,1,41,DAMMAM,3247,34 to 44
F2090772,04/07/23,BMW,1,41,DAMMAM,4487,34 to 44
H2090774,30/11/23,HYUNDAI,1,46,RYIADH,3015,45 to 59
B2090775,10/06/23,HYUNDAI,4,46,RYIADH,2599,45 to 59
C2090779,14/08/23,HYUNDAI,1,66,RYIADH,4919,60+ Aged
R2090780,23/09/23,HYUNDAI,1,66,RYIADH,4506,60+ Aged
D2090801,09/11/23,HYUNDAI,6,31,RYIADH,2287,28 to 33
F2090802,18/10/23,HYUNDAI,6,31,RYIADH,3291,28 to 33
H2090815,23/02/23,HYUNDAI,6,45,DAMMAM,4180,45 to 59
B2090829,18/09/23,HYUNDAI,4,46,RYIADH,4354,45 to 59
C2090830,17/11/23,HYUNDAI,16,46,RYIADH,1571,45 to 59
R2090850,09/02/23,HYUNDAI,0,32,JEDDAH,2376,28 to 33
D2090851,16/12/23,HYUNDAI,0,32,JEDDAH,3716,28 to 33
F2090857,14/07/23,BMW,6,44,DAMMAM,3050,34 to 44
H2090858,03/04/23,BMW,6,44,DAMMAM,4081,34 to 44
B2090902,20/05/23,HYUNDAI,3,46,RYIADH,3495,45 to 59
C2090903,17/02/23,HYUNDAI,3,46,RYIADH,2552,45 to 59
R2091139,19/04/23,KIA,7,72,JEDDAH,2154,60+ Aged
D2094219,12/12/23,BMW,6,29,RYIADH,4091,28 to 33
F2094220,26/09/23,BMW,6,29,RYIADH,4941,28 to 33
H2095229,11/05/23,HYUNDAI,11,39,RYIADH,4596,34 to 44
B2095230,14/04/23,HYUNDAI,11,39,RYIADH,4079,34 to 44
C2097189,23/05/23,KIA,14,47,DAMMAM,2297,45 to 59
R2097211,06/04/23,HYUNDAI,15,45,JEDDAH,4503,45 to 59
D2098275,06/08/23,BMW,3,46,RYIADH,2210,45 to 59
F2098308,05/12/23,BMW,0,46,RYIADH,4842,45 to 59
H2098982,11/07/23,HYUNDAI,14,33,RYIADH,4185,28 to 33
B2098983,16/05/23,HYUNDAI,14,33,RYIADH,1449,28 to 33
C2099024,02/03/23,TOYOTA,12,38,RYIADH,3815,34 to 44
R2099800,19/04/23,KIA,12,41,RYIADH,3548,34 to 44
D2100423,31/08/23,NISSAN,9,44,JEDDAH,3441,34 to 44
F2100464,05/06/23,HYUNDAI,8,25,RYIADH,3469,23 to 27 
H2100491,02/01/23,TOYOTA,6,36,RYIADH,1549,34 to 44
B2102284,06/05/23,BMW,3,31,RYIADH,3160,28 to 33
C2102286,28/01/23,HYUNDAI,4,23,DAMMAM,3308,23 to 27 
R2102287,15/04/23,HYUNDAI,4,23,DAMMAM,4750,23 to 27 
D2102289,16/09/23,NISSAN,15,60,RYIADH,3668,60+ Aged
F2102290,01/02/23,NISSAN,15,58,RYIADH,2277,45 to 59
H2102292,07/12/23,NISSAN,12,53,RYIADH,4596,45 to 59
B2102294,13/01/23,KIA,4,70,RYIADH,2889,60+ Aged
C2102297,23/07/23,HYUNDAI,3,45,RYIADH,1331,45 to 59
R2102300,09/07/23,BMW,4,35,RYIADH,3542,34 to 44
D2102302,13/05/23,NISSAN,10,67,RYIADH,4461,60+ Aged
F2102304,16/07/23,NISSAN,10,33,RYIADH,4457,28 to 33
H2102305,24/06/23,NISSAN,10,33,RYIADH,2251,28 to 33
B2102306,18/07/23,KIA,10,50,RYIADH,3902,45 to 59
C2102308,29/03/23,NISSAN,12,60,RYIADH,4254,60+ Aged
R2102310,29/04/23,BMW,4,24,RYIADH,2510,23 to 27 
D2102314,01/12/23,HYUNDAI,1,42,DAMMAM,1521,34 to 44
F2102316,16/02/23,NISSAN,31,38,DAMMAM,4246,34 to 44
H2102324,26/12/23,BMW,2,34,RYIADH,2683,34 to 44
B2102326,08/03/23,HYUNDAI,6,61,RYIADH,4088,60+ Aged
C2102328,09/03/23,HYUNDAI,9,61,RYIADH,3410,60+ Aged
R2102329,07/05/23,HYUNDAI,11,50,RYIADH,3071,45 to 59
D2102331,11/02/23,HYUNDAI,2,29,RYIADH,4630,28 to 33
F2102336,21/07/23,KIA,13,48,RYIADH,1002,45 to 59
H2102338,27/10/23,BMW,9,30,RYIADH,3807,28 to 33
B2102340,14/04/23,KIA,2,32,RYIADH,4252,28 to 33
C2102341,15/09/23,BMW,8,47,RYIADH,3264,45 to 59
R2102343,30/03/23,HYUNDAI,20,47,RYIADH,2495,45 to 59
D2102344,29/07/23,BMW,2,58,RYIADH,3487,45 to 59
F2102346,29/10/23,TOYOTA,2,46,RYIADH,1390,45 to 59
H2102349,31/03/23,BMW,3,26,RYIADH,3680,23 to 27 
B2102350,05/04/23,BMW,3,26,RYIADH,1799,23 to 27 
C2102352,17/11/23,NISSAN,10,41,RYIADH,3241,34 to 44
R2102353,27/12/23,HYUNDAI,13,62,RYIADH,4430,60+ Aged
D2102355,06/05/23,HYUNDAI,5,62,RYIADH,1235,60+ Aged
F2102357,13/07/23,TOYOTA,22,29,RYIADH,4342,28 to 33
H2102358,25/05/23,HYUNDAI,12,32,RYIADH,3338,28 to 33
B2102359,25/06/23,NISSAN,13,27,RYIADH,3619,23 to 27 
C2102360,28/09/23,NISSAN,14,27,RYIADH,1477,23 to 27 
R2102361,14/07/23,KIA,3,35,RYIADH,2490,34 to 44
D2102363,16/11/23,NISSAN,5,79,RYIADH,4933,60+ Aged
F2102364,25/03/23,NISSAN,5,79,RYIADH,1311,60+ Aged
H2102366,11/08/23,TOYOTA,2,48,RYIADH,2951,45 to 59
B2102371,14/05/23,HYUNDAI,2,32,RYIADH,4921,28 to 33
C2102372,18/07/23,HYUNDAI,2,32,RYIADH,2755,28 to 33
R2102373,05/09/23,TOYOTA,2,24,RYIADH,4478,23 to 27 
D2102374,30/01/23,TOYOTA,2,24,RYIADH,4134,23 to 27 
F2102375,03/08/23,BMW,2,53,RYIADH,2777,45 to 59
H2102376,16/09/23,KIA,4,32,RYIADH,1791,28 to 33
B2102378,31/12/23,NISSAN,10,49,RYIADH,2330,45 to 59
C2102379,19/02/23,BMW,2,46,DAMMAM,4797,45 to 59
R2102380,23/03/23,BMW,2,46,DAMMAM,3374,45 to 59
D2102382,12/11/23,NISSAN,10,35,RYIADH,1862,34 to 44
F2102383,12/09/23,NISSAN,7,24,RYIADH,3825,23 to 27 
H2102385,12/09/23,NISSAN,2,56,RYIADH,2944,45 to 59
B2102387,04/10/23,TOYOTA,4,27,RYIADH,1953,23 to 27 
C2102388,04/06/23,KIA,3,28,RYIADH,2891,28 to 33
R2102391,31/05/23,NISSAN,13,44,JEDDAH,1339,34 to 44
D2102392,01/11/23,BMW,12,32,RYIADH,1460,28 to 33
F2102397,24/10/23,TOYOTA,1,46,RYIADH,4866,45 to 59
H2102398,09/11/23,TOYOTA,1,46,RYIADH,2886,45 to 59
B2102855,11/12/23,KIA,0,59,RYIADH,1935,45 to 59
C2103040,03/03/23,BMW,10,23,RYIADH,3787,23 to 27 
R2105057,18/04/23,HYUNDAI,11,33,RYIADH,3999,28 to 33
D2105246,21/06/23,HYUNDAI,10,47,RYIADH,3738,45 to 59
F2107628,24/11/23,TOYOTA,6,51,JEDDAH,4264,45 to 59
H2108287,06/11/23,BMW,4,55,RYIADH,1186,45 to 59
B2108288,21/12/23,BMW,4,55,RYIADH,3620,45 to 59
C2108289,15/06/23,BMW,4,55,RYIADH,2383,45 to 59
R2108290,02/07/23,BMW,4,55,RYIADH,4100,45 to 59
D2108378,08/09/23,KIA,8,46,JEDDAH,2664,45 to 59
F2108701,22/12/23,TOYOTA,2,33,RYIADH,2900,28 to 33
H2109035,07/10/23,KIA,5,28,RYIADH,2332,28 to 33
B2109036,03/05/23,KIA,0,28,RYIADH,3699,28 to 33
C2109106,04/05/23,KIA,2,28,RYIADH,4209,28 to 33
R2109107,13/07/23,KIA,2,28,RYIADH,2559,28 to 33
D2110622,19/11/23,BMW,16,39,RYIADH,2500,34 to 44
F2110623,15/03/23,BMW,16,39,RYIADH,3419,34 to 44
H2112948,19/06/23,HYUNDAI,0,65,DAMMAM,2914,60+ Aged
B2112994,10/03/23,HYUNDAI,5,28,RYIADH,1282,28 to 33
C2112996,13/12/23,NISSAN,3,28,RYIADH,2455,28 to 33
R2112997,10/04/23,HYUNDAI,4,36,RYIADH,1270,34 to 44
D2112998,24/06/23,HYUNDAI,0,36,RYIADH,4629,34 to 44
F2112999,26/10/23,HYUNDAI,0,36,RYIADH,3094,34 to 44
H2113007,03/09/23,KIA,11,53,RYIADH,4525,45 to 59
B2113008,01/02/23,NISSAN,10,53,RYIADH,3372,45 to 59
C2113010,14/09/23,HYUNDAI,3,42,JEDDAH,1530,34 to 44
R2113011,07/07/23,KIA,9,23,RYIADH,2753,23 to 27 
D2113012,15/05/23,KIA,9,23,RYIADH,4383,23 to 27 
F2113017,13/03/23,BMW,5,47,RYIADH,3138,45 to 59
H2113019,08/12/23,BMW,9,34,RYIADH,4808,34 to 44
B2113023,16/12/23,TOYOTA,18,26,RYIADH,1549,23 to 27 
C2113028,07/01/23,NISSAN,7,45,RYIADH,1417,45 to 59
R2113029,01/08/23,NISSAN,7,45,RYIADH,1015,45 to 59
D2113031,31/05/23,NISSAN,10,25,JEDDAH,4486,23 to 27 
F2113032,11/01/23,TOYOTA,2,25,RYIADH,1923,23 to 27 
H2113034,04/04/23,HYUNDAI,2,31,RYIADH,4743,28 to 33
B2113037,12/07/23,HYUNDAI,14,38,RYIADH,3021,34 to 44
C2113039,23/03/23,NISSAN,13,35,RYIADH,3353,34 to 44
R2113040,01/06/23,NISSAN,8,48,DAMMAM,2468,45 to 59
D2113042,30/01/23,BMW,6,26,RYIADH,3148,23 to 27 
F2113043,22/03/23,HYUNDAI,2,41,RYIADH,3634,34 to 44
H2113044,08/12/23,HYUNDAI,2,41,RYIADH,4598,34 to 44
B2113045,03/09/23,NISSAN,9,69,RYIADH,2753,60+ Aged
C2113046,14/09/23,BMW,5,47,RYIADH,4258,45 to 59
R2113048,16/08/23,NISSAN,5,25,RYIADH,1709,23 to 27 
D2113049,21/03/23,NISSAN,5,25,RYIADH,1215,23 to 27 
F2113051,14/10/23,NISSAN,2,24,RYIADH,1388,23 to 27 
H2113052,03/07/23,NISSAN,10,36,RYIADH,1350,34 to 44
B2113053,17/07/23,NISSAN,14,29,RYIADH,4640,28 to 33
C2113055,18/04/23,TOYOTA,12,37,RYIADH,4974,34 to 44
R2113056,10/04/23,TOYOTA,12,37,RYIADH,2987,34 to 44
D2113057,16/12/23,BMW,7,43,RYIADH,4068,34 to 44
F2113058,21/06/23,BMW,7,43,RYIADH,2523,34 to 44
H2113060,19/02/23,TOYOTA,2,33,JEDDAH,2994,28 to 33
B2113063,01/05/23,HYUNDAI,7,34,RYIADH,1280,34 to 44
C2113066,18/03/23,HYUNDAI,2,32,RYIADH,1273,28 to 33
R2113067,22/12/23,BMW,5,46,RYIADH,2871,45 to 59
D2113068,22/01/23,NISSAN,2,82,RYIADH,50000,60+ Aged
F2113070,12/07/23,BMW,13,48,RYIADH,2623,45 to 59
H2113071,23/06/23,KIA,10,72,RYIADH,2543,60+ Aged
B2113073,10/07/23,BMW,2,28,RYIADH,2879,28 to 33
C2113074,08/01/23,KIA,11,31,RYIADH,2668,28 to 33
R2113075,27/03/23,NISSAN,2,32,RYIADH,2511,28 to 33
D2113081,22/08/23,NISSAN,12,69,RYIADH,1206,60+ Aged
F2113083,06/05/23,HYUNDAI,4,54,RYIADH,1215,45 to 59
H2113084,31/05/23,HYUNDAI,4,54,RYIADH,1035,45 to 59
B2113086,22/02/23,NISSAN,15,44,DAMMAM,1026,34 to 44
C2113087,29/10/23,NISSAN,4,39,RYIADH,986,34 to 44
R2113089,21/01/23,TOYOTA,2,79,RYIADH,1057,60+ Aged
D2113091,25/05/23,KIA,2,31,RYIADH,1056,28 to 33
F2113097,25/12/23,NISSAN,12,28,DAMMAM,946,28 to 33
H2113101,11/11/23,NISSAN,12,35,RYIADH,986,34 to 44
B2113102,16/09/23,NISSAN,12,35,RYIADH,1116,34 to 44
C2113105,17/05/23,TOYOTA,1,29,RYIADH,1246,28 to 33
R2113106,29/05/23,TOYOTA,8,45,RYIADH,1116,45 to 59
D2113108,19/05/23,TOYOTA,6,45,RYIADH,943,45 to 59
F2113112,18/07/23,NISSAN,16,25,DAMMAM,1072,23 to 27 
H2113113,11/08/23,NISSAN,15,25,RYIADH,905,23 to 27 
B2113114,23/09/23,NISSAN,11,25,RYIADH,1053,23 to 27 
C2113115,08/10/23,NISSAN,11,25,RYIADH,1057,23 to 27 
R2113117,30/08/23,BMW,1,23,RYIADH,937,23 to 27 
D2113119,07/08/23,KIA,9,60,RYIADH,1215,60+ Aged
F2113120,03/03/23,NISSAN,7,28,RYIADH,1035,28 to 33
H2113121,09/08/23,NISSAN,7,28,RYIADH,1026,28 to 33
B2113122,09/12/23,KIA,11,46,DAMMAM,986,45 to 59
C2113124,27/02/23,BMW,3,77,RYIADH,1057,60+ Aged
R2113126,26/11/23,HYUNDAI,2,32,RYIADH,1056,28 to 33
D2113128,07/02/23,NISSAN,10,66,RYIADH,946,60+ Aged
F2113129,24/08/23,NISSAN,14,33,RYIADH,986,28 to 33
H2113131,07/05/23,BMW,1,70,RYIADH,1116,60+ Aged
B2113133,14/07/23,BMW,1,29,DAMMAM,1246,28 to 33
C2113135,20/04/23,BMW,1,70,RYIADH,1116,60+ Aged
R2113137,08/05/23,BMW,3,28,RYIADH,943,28 to 33
D2113138,07/12/23,NISSAN,12,31,RYIADH,1072,28 to 33
F2113877,01/12/23,NISSAN,4,54,RYIADH,905,45 to 59
H2113878,06/05/23,NISSAN,14,54,RYIADH,1053,45 to 59
B2114183,26/08/23,KIA,0,28,RYIADH,1057,28 to 33
C2114184,05/03/23,KIA,0,28,RYIADH,937,28 to 33
R2115309,25/06/23,TOYOTA,16,45,RYIADH,1056,45 to 59
D2115354,05/12/23,BMW,4,41,RYIADH,946,34 to 44
F2115355,03/11/23,BMW,4,41,RYIADH,986,34 to 44
H2115442,04/12/23,BMW,9,71,RYIADH,1116,60+ Aged
B2117036,28/04/23,BMW,16,25,RYIADH,1246,23 to 27 
C2117037,28/05/23,BMW,16,25,RYIADH,1116,23 to 27 
R2117038,17/12/23,BMW,16,25,RYIADH,943,23 to 27 
D2117039,07/08/23,BMW,16,25,RYIADH,1072,23 to 27 
F2117646,25/11/23,BMW,10,38,RYIADH,905,34 to 44
H2118805,13/03/23,NISSAN,3,30,JEDDAH,1053,28 to 33
B2124071,10/03/23,TOYOTA,2,34,RYIADH,1057,34 to 44
C2124072,02/08/23,TOYOTA,2,34,RYIADH,937,34 to 44
R2124119,07/02/23,NISSAN,11,56,RYIADH,491,45 to 59
D2124184,13/07/23,NISSAN,3,35,RYIADH,671.25,34 to 44
F2124185,22/07/23,NISSAN,15,56,RYIADH,673,45 to 59
H2124187,19/04/23,BMW,7,29,RYIADH,1061,28 to 33
B2124189,30/04/23,BMW,13,29,RYIADH,1050,28 to 33
C2124191,26/08/23,KIA,12,40,RYIADH,714.375,34 to 44
R2124193,19/01/23,KIA,6,40,RYIADH,893.25,34 to 44
D2124195,06/01/23,HYUNDAI,7,54,RYIADH,1041.25,45 to 59
F2124197,10/12/23,BMW,7,42,RYIADH,929.5,34 to 44
H2124198,17/09/23,BMW,7,42,RYIADH,921.25,34 to 44
B2124200,23/12/23,NISSAN,14,42,DAMMAM,1012.375,34 to 44
C2124201,12/08/23,NISSAN,11,28,JEDDAH,938,28 to 33
R2124202,05/06/23,TOYOTA,9,43,RYIADH,670.5,34 to 44
D2124207,16/12/23,NISSAN,13,31,RYIADH,621.75,28 to 33
F2124210,04/12/23,BMW,7,45,JEDDAH,741.5,45 to 59
H2124212,13/09/23,NISSAN,6,69,DAMMAM,568,60+ Aged
B2124213,12/09/23,NISSAN,6,69,DAMMAM,892.25,60+ Aged
C2124217,14/10/23,HYUNDAI,6,34,RYIADH,883.5,34 to 44
R2124219,12/04/23,BMW,10,70,RYIADH,698.5,60+ Aged
D2124223,02/08/23,NISSAN,16,33,JEDDAH,696.5,28 to 33
F2124224,17/02/23,NISSAN,9,33,RYIADH,601.75,28 to 33
H2124226,25/10/23,HYUNDAI,11,56,RYIADH,657.375,45 to 59
B2124228,30/01/23,NISSAN,9,28,RYIADH,1503.5,28 to 33
C2124229,09/12/23,NISSAN,11,22,RYIADH,1080.25,18 to 22
R2124231,23/10/23,NISSAN,6,24,DAMMAM,1423.5,23 to 27 
D2124233,02/04/23,NISSAN,7,46,RYIADH,1304,45 to 59
F2124234,16/03/23,NISSAN,13,40,RYIADH,1255.75,34 to 44
H2124236,11/12/23,HYUNDAI,19,56,RYIADH,908.75,45 to 59
B2124237,30/09/23,NISSAN,9,26,RYIADH,1021,23 to 27 
C2124238,28/01/23,KIA,4,46,RYIADH,999.25,45 to 59
R2124240,03/03/23,HYUNDAI,10,45,RYIADH,1026,45 to 59
D2124241,22/12/23,HYUNDAI,1,31,RYIADH,1026.25,28 to 33
F2124244,05/12/23,HYUNDAI,16,54,RYIADH,1290,45 to 59
H2124246,16/02/23,KIA,6,67,RYIADH,762.5,60+ Aged
B2124247,07/02/23,KIA,6,67,RYIADH,798.5,60+ Aged
C2124249,24/09/23,NISSAN,19,37,RYIADH,960.5,34 to 44
R2124251,17/05/23,NISSAN,8,35,JEDDAH,722.875,34 to 44
D2124252,17/10/23,NISSAN,8,28,RYIADH,608.125,28 to 33
F2124254,29/06/23,NISSAN,4,27,RYIADH,650.5,23 to 27 
H2124255,20/08/23,NISSAN,4,27,RYIADH,1144.5,23 to 27 
B2124257,11/11/23,BMW,8,37,RYIADH,1140,34 to 44
C2124259,03/02/23,TOYOTA,19,43,RYIADH,792.5,34 to 44
R2124261,12/06/23,NISSAN,14,32,RYIADH,1103.5,28 to 33
D2124262,02/03/23,NISSAN,12,69,RYIADH,1082.5,60+ Aged
F2124263,23/03/23,TOYOTA,9,39,RYIADH,1292.5,34 to 44
H2124265,28/05/23,KIA,6,49,RYIADH,806,45 to 59
B2124270,05/05/23,BMW,2,29,RYIADH,792.5,28 to 33
C2124272,01/06/23,HYUNDAI,14,51,RYIADH,793.5,45 to 59
R2124274,12/02/23,TOYOTA,9,43,RYIADH,790,34 to 44
D2124279,03/10/23,NISSAN,3,47,RYIADH,777.5,45 to 59
F2124283,04/11/23,HYUNDAI,11,38,RYIADH,768,34 to 44
H2124286,05/10/23,NISSAN,20,33,RYIADH,949.5,28 to 33
B2124287,02/04/23,BMW,11,44,RYIADH,854,34 to 44
C2124288,16/08/23,NISSAN,2,55,RYIADH,839.5,45 to 59
R2124290,29/01/23,BMW,16,42,RYIADH,758.5,34 to 44
D2124292,23/08/23,KIA,6,40,DAMMAM,739.5,34 to 44
F2124294,28/11/23,NISSAN,4,55,DAMMAM,744,45 to 59
H2124295,13/08/23,NISSAN,4,55,DAMMAM,1145.5,45 to 59
B2124297,19/06/23,KIA,16,44,RYIADH,811.5,34 to 44
C2124299,09/03/23,HYUNDAI,19,47,RYIADH,1525,45 to 59
R2124300,27/07/23,HYUNDAI,6,51,RYIADH,986,45 to 59
D2124305,18/06/23,HYUNDAI,17,30,RYIADH,970.5,28 to 33
F2124306,11/10/23,BMW,8,36,RYIADH,960,34 to 44
H2124308,31/08/23,NISSAN,2,37,RYIADH,946,34 to 44
B2124315,17/10/23,NISSAN,11,66,RYIADH,1503,60+ Aged
C2124316,10/10/23,NISSAN,5,82,JEDDAH,1297,60+ Aged
R2124317,26/03/23,NISSAN,5,82,JEDDAH,1304,60+ Aged
D2124319,04/10/23,NISSAN,6,21,DAMMAM,1269,18 to 22
F2124321,21/09/23,TOYOTA,4,37,RYIADH,1306,34 to 44
H2124324,21/04/23,NISSAN,14,65,RYIADH,1107.5,60+ Aged
B2124326,31/03/23,HYUNDAI,9,40,DAMMAM,791.5,34 to 44
C2124327,02/08/23,NISSAN,7,55,RYIADH,820.5,45 to 59
R2124328,02/12/23,NISSAN,14,43,RYIADH,786,34 to 44
D2124331,03/05/23,NISSAN,8,44,RYIADH,985,34 to 44
F2124332,02/10/23,NISSAN,8,44,RYIADH,955.5,34 to 44
H2124335,29/08/23,NISSAN,5,66,RYIADH,880,60+ Aged
B2124338,05/05/23,NISSAN,10,35,RYIADH,868.5,34 to 44
C2124339,11/08/23,TOYOTA,3,27,RYIADH,874,23 to 27 
R2124340,15/03/23,TOYOTA,13,26,RYIADH,883,23 to 27 
D2124341,14/05/23,NISSAN,10,31,RYIADH,765.5,28 to 33
F2124342,29/07/23,NISSAN,10,31,RYIADH,782.5,28 to 33
H2124345,13/07/23,NISSAN,9,46,RYIADH,1169.5,45 to 59
B2124349,30/06/23,NISSAN,12,50,RYIADH,810,45 to 59
C2124352,05/06/23,NISSAN,13,69,RYIADH,1092.5,60+ Aged
R2124353,26/08/23,KIA,17,27,RYIADH,1287.5,23 to 27 
D2124354,10/03/23,NISSAN,5,43,RYIADH,822,34 to 44
F2124355,26/10/23,NISSAN,5,43,RYIADH,802,34 to 44
H2124357,14/01/23,HYUNDAI,16,26,RYIADH,791,23 to 27 
B2124358,26/11/23,HYUNDAI,18,26,RYIADH,1153,23 to 27 
C2124359,16/11/23,HYUNDAI,18,26,RYIADH,1149,23 to 27 
R2124363,18/01/23,NISSAN,0,49,RYIADH,1174,45 to 59
D2124364,31/03/23,NISSAN,0,49,RYIADH,876.5,45 to 59
F2124365,05/01/23,NISSAN,0,49,RYIADH,868,45 to 59
H2124367,19/04/23,NISSAN,14,37,RYIADH,756,34 to 44
B2124368,26/02/23,NISSAN,14,37,RYIADH,1104.5,34 to 44
C2124376,24/01/23,NISSAN,3,28,RYIADH,1104.5,28 to 33
R2124381,28/04/23,NISSAN,15,22,RYIADH,786,18 to 22
D2124384,01/04/23,NISSAN,14,42,DAMMAM,935.5,34 to 44
F2124385,08/02/23,NISSAN,9,42,RYIADH,1120,34 to 44
H2124386,22/12/23,NISSAN,13,42,DAMMAM,1523,34 to 44
B2124390,01/04/23,NISSAN,14,32,DAMMAM,1504,28 to 33
C2124391,17/02/23,NISSAN,14,32,DAMMAM,996.5,28 to 33
R2124393,22/05/23,NISSAN,13,55,JEDDAH,977.5,45 to 59
D2124396,20/03/23,NISSAN,8,27,RYIADH,956,23 to 27 
F2124397,02/04/23,NISSAN,8,27,RYIADH,776.5,23 to 27 
H2124399,05/09/23,NISSAN,11,28,JEDDAH,785,28 to 33
B2124402,28/10/23,BMW,0,28,RYIADH,785,28 to 33
C2124403,30/03/23,BMW,0,28,RYIADH,735.5,28 to 33
R2124406,06/03/23,BMW,9,44,RYIADH,802,34 to 44
D2124407,19/12/23,KIA,2,67,RYIADH,801,60+ Aged
F2124408,23/02/23,KIA,2,67,RYIADH,789,60+ Aged
H2124416,12/10/23,KIA,0,30,RYIADH,1264,28 to 33
B2124417,13/05/23,KIA,0,30,RYIADH,1275.5,28 to 33
C2124420,09/04/23,KIA,8,27,RYIADH,802.5,23 to 27 
R2124421,12/01/23,KIA,8,27,RYIADH,871.5,23 to 27 
D2124424,16/06/23,HYUNDAI,11,54,RYIADH,874,45 to 59
F2124425,15/01/23,HYUNDAI,11,54,RYIADH,787.5,45 to 59
H2124428,30/12/23,KIA,0,27,RYIADH,991.5,23 to 27 
B2124430,28/09/23,HYUNDAI,11,34,RYIADH,814,34 to 44
C2124431,02/12/23,HYUNDAI,14,34,RYIADH,794,34 to 44
R2124432,16/05/23,HYUNDAI,18,34,RYIADH,1163,34 to 44
D2124434,20/03/23,NISSAN,7,19,RYIADH,2840,18 to 22
F2124437,28/07/23,NISSAN,17,43,RYIADH,817.5,34 to 44
H2124438,04/11/23,NISSAN,17,43,RYIADH,1143,34 to 44
B2124441,02/09/23,NISSAN,11,27,RYIADH,1175.5,23 to 27 
C2124444,10/10/23,NISSAN,9,28,RYIADH,1130.5,28 to 33
R2124445,01/12/23,NISSAN,9,28,RYIADH,805.5,28 to 33
D2124446,19/09/23,NISSAN,9,28,RYIADH,923,28 to 33
F2124453,25/02/23,HYUNDAI,0,61,RYIADH,742.5,60+ Aged
H2124455,31/10/23,NISSAN,9,36,RYIADH,1105.5,34 to 44
B2124458,31/01/23,NISSAN,17,43,RYIADH,1106,34 to 44
C2124461,30/07/23,NISSAN,13,27,RYIADH,1084.5,23 to 27 
R2124464,06/08/23,NISSAN,12,37,DAMMAM,773.5,34 to 44
D2124467,13/11/23,NISSAN,9,25,RYIADH,779,23 to 27 
F2124469,18/07/23,KIA,1,44,RYIADH,1164.5,34 to 44
H2124470,27/11/23,KIA,0,44,RYIADH,1136,34 to 44
B2124471,25/01/23,KIA,0,44,RYIADH,1048,34 to 44
C2124473,26/12/23,BMW,10,21,RYIADH,802,18 to 22
R2124474,10/09/23,BMW,4,45,DAMMAM,773,45 to 59
D2124475,17/03/23,BMW,4,45,DAMMAM,802,45 to 59
F2124478,11/03/23,KIA,18,36,RYIADH,974,34 to 44
H2124485,13/02/23,NISSAN,14,35,RYIADH,817,34 to 44
B2125698,18/11/23,NISSAN,4,41,JEDDAH,824,34 to 44
C2127560,07/03/23,TOYOTA,14,40,DAMMAM,792.5,34 to 44
R2127561,06/04/23,TOYOTA,14,40,DAMMAM,823,34 to 44
D2127562,31/01/23,TOYOTA,14,40,DAMMAM,820,34 to 44
F2127625,24/11/23,NISSAN,5,40,RYIADH,949,34 to 44
H2128224,03/05/23,NISSAN,10,38,RYIADH,738,34 to 44
B2128451,24/08/23,BMW,11,26,RYIADH,738.5,23 to 27 
C2128452,25/05/23,BMW,11,26,RYIADH,727,23 to 27 
R2128453,11/10/23,BMW,11,26,RYIADH,813.5,23 to 27 
D2128633,06/11/23,TOYOTA,11,42,RYIADH,811,34 to 44
F2128969,09/09/23,BMW,1,34,RYIADH,789,34 to 44
H2129058,07/06/23,KIA,2,47,DAMMAM,1059,45 to 59
B2129089,29/06/23,BMW,7,68,DAMMAM,1019.5,60+ Aged
C2129290,16/08/23,HYUNDAI,13,35,RYIADH,1103.5,34 to 44
R2129789,27/12/23,NISSAN,1,33,RYIADH,1178.5,28 to 33
D2129790,15/06/23,NISSAN,1,33,RYIADH,729.5,28 to 33
F2130743,24/09/23,HYUNDAI,22,33,JEDDAH,773,28 to 33
H2131048,20/05/23,BMW,11,36,RYIADH,801,34 to 44
B2136036,26/11/23,BMW,15,38,DAMMAM,758,34 to 44
C2136640,10/08/23,TOYOTA,11,45,JEDDAH,1172,45 to 59
R2138870,27/07/23,HYUNDAI,9,65,RYIADH,1153.5,60+ Aged
D2139228,27/01/23,BMW,14,39,RYIADH,771.5,34 to 44
F2139229,12/02/23,BMW,14,39,RYIADH,775.5,34 to 44
H2139230,01/07/23,BMW,16,39,RYIADH,764,34 to 44
B2139557,08/01/23,KIA,0,33,JEDDAH,783.5,28 to 33
C2139669,24/08/23,BMW,6,41,DAMMAM,798.5,34 to 44
R2139808,22/12/23,BMW,4,41,RYIADH,763,34 to 44
D2139955,08/01/23,TOYOTA,11,55,RYIADH,1182.5,45 to 59
F2139956,31/10/23,TOYOTA,11,55,RYIADH,1172,45 to 59
H2139957,18/01/23,TOYOTA,11,55,RYIADH,774,45 to 59
B2139980,13/03/23,HYUNDAI,19,23,RYIADH,772.5,23 to 27 
C2139981,06/10/23,HYUNDAI,19,23,RYIADH,1188.5,23 to 27 
R2140669,05/03/23,KIA,8,57,RYIADH,1205.5,45 to 59
